Mixture	TechRepMixture	Run	Channel	Protein	Abundance	BioReplicate	Condition
Mixture1	1	Mixture1_1	channel13	sp|Q9LPM8|BCAT7_ARATHPutativebranched-chain-amino-acidaminotransferase7OS=ArabidopsisthalianaOX=3702GN=BCAT7PE=5SV=1	12.534867235677584	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LPM9|BCAT6_ARATHBranched-chain-amino-acidaminotransferase6OS=ArabidopsisthalianaOX=3702GN=BCAT6PE=1SV=1	12.534867235677584	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LPR4|LEU11_ARATH2-isopropylmalatesynthase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=IPMS1PE=1SV=2	12.423821187504013	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LPW0|G3PA2_ARATHGlyceraldehyde-3-phosphatedehydrogenaseGAPA2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=GAPA2PE=2SV=1	13.169715855981073	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LPZ1|MORF9_ARATHMultipleorganellarRNAeditingfactor9,chloroplasticOS=ArabidopsisthalianaOX=3702GN=MORF9PE=1SV=1	12.774618590744913	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LQC0|HMOX4_ARATHHemeoxygenase4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=HO4PE=1SV=1	13.763420351964974	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LQC8|ARF2A_ARATHADP-ribosylationfactor2-AOS=ArabidopsisthalianaOX=3702GN=ARF2-APE=2SV=2	11.806117577117924	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LQK7|AB7I_ARATHProteinABCI7,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ABCI7PE=1SV=1	13.253737651731708	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LQL0|GCSH3_ARATHGlycinecleavagesystemHprotein3,mitochondrialOS=ArabidopsisthalianaOX=3702GN=GDH3PE=1SV=1	14.191470153911663	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LQQ4|H2B1_ARATHHistoneH2B.1OS=ArabidopsisthalianaOX=3702GN=At1g07790PE=1SV=3	14.791444175810305	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LR30|GGT1_ARATHGlutamate--glyoxylateaminotransferase1OS=ArabidopsisthalianaOX=3702GN=GGAT1PE=1SV=1	12.975186943516718	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LR64|PB27A_ARATHPhotosystemIIrepairproteinPSB27-H1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PSB27-1PE=1SV=1	14.257837936039442	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LR75|HEM61_ARATHCoproporphyrinogen-IIIoxidase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CPX1PE=2SV=1	14.337854055230704	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LRR9|GLO1_ARATHGlycolateoxidase1OS=ArabidopsisthalianaOX=3702GN=GLO1PE=1SV=1	12.797958731769091	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LRS0|GLO2_ARATHGlycolateoxidase2OS=ArabidopsisthalianaOX=3702GN=GLO2PE=1SV=1	12.80466436852031	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LS02|AOC2_ARATHAlleneoxidecyclase2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=AOC2PE=1SV=1	13.15006824834842	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LS03|AOC1_ARATHAlleneoxidecyclase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=AOC1PE=1SV=1	13.133937328582181	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LS25|PP420_ARATHPentatricopeptiderepeat-containingproteinAt5g46580,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At5g46580PE=2SV=1	13.04763645917786	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LS48|SG1_ARATHproteinSLOWGREEN1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=SG1PE=1SV=1	13.242945844725686	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LSA9|PUMPK_ARATHUridylatekinasePUMPKIN,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PUMPKINPE=1SV=1	13.222748206054069	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LSC4|PGM48_ARATHPlastoglobule-localizedmetallopeptidase48,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PGM48PE=1SV=1	11.4148491039386	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LSH2|DCE5_ARATHGlutamatedecarboxylase5OS=ArabidopsisthalianaOX=3702GN=GAD5PE=2SV=1	12.13912516728347	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LSV0|GLYR1_ARATHGlyoxylate/succinicsemialdehydereductase1OS=ArabidopsisthalianaOX=3702GN=GLYR1PE=1SV=1	12.970315844605034	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LT69|SERA3_ARATHD-3-phosphoglyceratedehydrogenase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PGDH3PE=1SV=1	12.721459281632017	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LTX3|PPOX1_ARATHPyridoxine/pyridoxamine5'-phosphateoxidase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPOX1PE=1SV=1	12.691100860680002	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LTX9|HSP7G_ARATHHeatshock70kDaprotein7,chloroplasticOS=ArabidopsisthalianaOX=3702GN=HSP70-7PE=2SV=1	14.264094549427876	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU01|Y3IP1_ARATHYcf3-interactingprotein1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=Y3IP1PE=1SV=1	12.856119739949785	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU10|DEGP8_ARATHProteaseDo-like8,chloroplasticOS=ArabidopsisthalianaOX=3702GN=DEGP8PE=1SV=1	13.404199759328868	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU21|PNSB3_ARATHPhotosyntheticNDHsubunitofsubcomplexB3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PNSB3PE=1SV=1	13.096953411582943	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU39|GLUBP_ARATHGlutamyl-tRNAreductase-bindingprotein,chloroplasticOS=ArabidopsisthalianaOX=3702GN=GLUTRBPPE=1SV=1	13.1019388871243	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU63|ATP1_ARATHProbablepterin-4-alpha-carbinolaminedehydratase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ATP1PE=1SV=1	12.74850898798893	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU64|SODF2_ARATHSuperoxidedismutase[Fe]2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FSD2PE=1SV=1	13.636128717542675	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU85|PAP4_ARATHProbableplastid-lipid-associatedprotein4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PAP4PE=1SV=1	11.858602347491045	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LU86|PRXQ_ARATHPeroxiredoxinQ,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PRXQPE=1SV=1	14.163733421448255	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LUT2|METK4_ARATHS-adenosylmethioninesynthase4OS=ArabidopsisthalianaOX=3702GN=METK4PE=1SV=1	11.347854038921943	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LUV2|POP3_ARATHStress-responseA/Bbarreldomain-containingproteinHS1OS=ArabidopsisthalianaOX=3702GN=HS1PE=1SV=1	12.782725673828931	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LUW0|LOX5_ARATHLinoleate9S-lipoxygenase5OS=ArabidopsisthalianaOX=3702GN=LOX5PE=1SV=2	12.742697391413062	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LV03|GLUT1_ARATHGlutamatesynthase1[NADH],chloroplasticOS=ArabidopsisthalianaOX=3702GN=GLT1PE=1SV=2	13.3783798885243	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LV28|GPLPC_ARATHReceptorforactivatedCkinase1COS=ArabidopsisthalianaOX=3702GN=RACK1CPE=1SV=1	13.68326728510354	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LV35|AIP12_ARATHActin-interactingprotein1-2OS=ArabidopsisthalianaOX=3702GN=AIP1-2PE=2SV=1	13.404495178471308	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LV91|DPE1_ARATH4-alpha-glucanotransferaseDPE1,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=DPE1PE=1SV=1	13.227740730224522	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVI9|DPYD_ARATHDihydropyrimidinedehydrogenase(NADP(+)),chloroplasticOS=ArabidopsisthalianaOX=3702GN=PYD1PE=1SV=1	13.042628605991151	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVM2|NDHN_ARATHNAD(P)H-quinoneoxidoreductasesubunitN,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ndhNPE=1SV=1	12.58297077911552	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVQ8|P2C80_ARATHProbableproteinphosphatase2C80OS=ArabidopsisthalianaOX=3702GN=At5g66720PE=2SV=1	11.920877964410618	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVT3|DRL38_ARATHProbablediseaseresistanceproteinAt5g47260OS=ArabidopsisthalianaOX=3702GN=At5g47260PE=3SV=2	14.845832083553008	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVV5|TL15B_ARATHThylakoidlumenal15.0kDaprotein2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At5g52970PE=1SV=2	12.787404984182611	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVW7|CARA_ARATHCarbamoyl-phosphatesynthasesmallchain,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CARAPE=1SV=1	13.743664808407315	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVY0|PRFB1_ARATHPeptidechainreleasefactorPrfB1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PRFB1PE=2SV=1	13.591468718285572	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LVZ5|PIFI_ARATHProteinPOST-ILLUMINATIONCHLOROPHYLLFLUORESCENCEINCREASE,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PIFIPE=2SV=1	13.506749866194516	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LW15|CX5B1_ARATHCytochromecoxidasesubunit5b-1,mitochondrialOS=ArabidopsisthalianaOX=3702GN=COX5B-1PE=1SV=1	14.25626368871114	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LW20|SKL1_ARATHProbableinactiveshikimatekinaselike1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=SKL1PE=2SV=1	13.355185770669173	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LW57|PAP6_ARATHPlastid-lipid-associatedprotein6,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PAP6PE=1SV=1	13.322086751817004	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LW85|MFP1_ARATHMAR-bindingfilament-likeprotein1OS=ArabidopsisthalianaOX=3702GN=MFP1PE=2SV=2	13.273805267338965	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LX31|GUN4C_ARATHTetrapyrrole-bindingprotein,chloroplasticOS=ArabidopsisthalianaOX=3702GN=GUN4PE=1SV=1	12.673335374675148	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LXC9|IPYR6_ARATHSolubleinorganicpyrophosphatase6,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPA6PE=1SV=1	14.193163987175078	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LXJ0|FTZ22_ARATHCelldivisionproteinFtsZhomolog2-2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FTSZ2-2PE=1SV=1	12.308198965501346	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LXX5|PPD6_ARATHPsbPdomain-containingprotein6,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPD6PE=1SV=1	14.003211388659807	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LXZ5|SNAA1_ARATHAlpha-solubleNSFattachmentprotein1OS=ArabidopsisthalianaOX=3702GN=ASNAP1PE=1SV=1	13.403738916856458	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LY14|MSRA3_ARATHPeptidemethioninesulfoxidereductaseA3OS=ArabidopsisthalianaOX=3702GN=MSRA3PE=1SV=1	12.205633405159734	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LY66|RK1_ARATH50SribosomalproteinL1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL1PE=1SV=1	13.517206959807735	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LY74|BQMT_ARATH2-methyl-6-phytyl-1,4-hydroquinonemethyltransferase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=VTE3PE=1SV=1	12.337098597050606	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYA9|CP41A_ARATHChloroplaststem-loopbindingproteinof41kDaa,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CSP41APE=1SV=1	13.874060467367409	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYG3|MAOP2_ARATHNADP-dependentmalicenzyme2OS=ArabidopsisthalianaOX=3702GN=NADP-ME2PE=1SV=1	13.382994521874476	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYL3|SYCC1_ARATHCysteine--tRNAligase1,cytoplasmicOS=ArabidopsisthalianaOX=3702GN=At3g56300PE=3SV=1	14.01728787430806	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYN2|FRI3_ARATHFerritin-3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FER3PE=1SV=1	11.909997375336822	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYR5|FKB19_ARATHPeptidyl-prolylcis-transisomeraseFKBP19,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FKBP19PE=1SV=1	13.562537010564899	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYT7|LEUD2_ARATH3-isopropylmalatedehydratasesmallsubunit3OS=ArabidopsisthalianaOX=3702GN=SSU3PE=1SV=1	13.567669847175116	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LYU8|AK1_ARATHAspartokinase1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=AK1PE=1SV=1	11.448330968398471	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZ06|GSTL3_ARATHGlutathioneS-transferaseL3OS=ArabidopsisthalianaOX=3702GN=GSTL3PE=2SV=1	13.091752304701767	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZ23|ACR12_ARATHACTdomain-containingproteinACR12OS=ArabidopsisthalianaOX=3702GN=ACR12PE=2SV=1	13.471788171203253	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZ45|H2B9_ARATHHistoneH2B.9OS=ArabidopsisthalianaOX=3702GN=At5g02570PE=1SV=3	14.791444175810305	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZ66|SIR_ARATHAssimilatorysulfitereductase(ferredoxin),chloroplasticOS=ArabidopsisthalianaOX=3702GN=SIRPE=1SV=1	14.10338199783401	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZF5|LECT6_ARATHLectin-likeproteinOS=ArabidopsisthalianaOX=3702GN=LLPPE=1SV=1	11.63825814800792	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZF6|CD48E_ARATHCelldivisioncontrolprotein48homologEOS=ArabidopsisthalianaOX=3702GN=CDC48EPE=2SV=2	11.301589289049787	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZP9|CP122_ARATHCalvincycleproteinCP12-2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CP12-2PE=1SV=1	13.615374823430322	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZS3|GLGB2_ARATH1,4-alpha-glucan-branchingenzyme2-2,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=SBE2.2PE=1SV=1	12.847473343487135	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZT0|H2B7_ARATHHistoneH2B.7OS=ArabidopsisthalianaOX=3702GN=At3g46030PE=1SV=3	14.791444175810305	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9LZX1|LOR15_ARATHProteinLURP-one-related15OS=ArabidopsisthalianaOX=3702GN=At5g01750PE=1SV=1	11.686186415441737	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M076|PFKA6_ARATHATP-dependent6-phosphofructokinase6OS=ArabidopsisthalianaOX=3702GN=PFK6PE=1SV=1	13.570929668281211	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M098|EBFC1_ARATHNucleoid-associatedproteinAt4g30620,chloroplasticOS=ArabidopsisthalianaOX=3702GN=At4g30620PE=1SV=1	12.98197380097861	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M0A7|GGP1_ARATHGamma-glutamylpeptidase1OS=ArabidopsisthalianaOX=3702GN=GGP1PE=1SV=1	12.068800487528161	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M0S5|ISOA3_ARATHIsoamylase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=ISA3PE=1SV=2	13.29401820608693	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M0V6|FNRR1_ARATHFerredoxin--NADPreductase,rootisozyme1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RFNR1PE=2SV=2	11.57498851564602	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M0Y6|DPNPM_ARATHPutativePAP-specificphosphatase,mitochondrialOS=ArabidopsisthalianaOX=3702GN=At4g05090PE=2SV=1	13.162361993337992	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M0Z6|MSRB3_ARATHPeptidemethioninesulfoxidereductaseB3OS=ArabidopsisthalianaOX=3702GN=MSRB3PE=2SV=2	13.80198898975679	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M158|STR4_ARATHRhodanese-likedomain-containingprotein4,chloroplasticOS=ArabidopsisthalianaOX=3702GN=STR4PE=1SV=2	14.310997616276518	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M1C2|CH101_ARATH10kDachaperonin1,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CPN10-1PE=2SV=1	11.683522162771801	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M1Q1|FB215_ARATHF-boxproteinAt3g62230OS=ArabidopsisthalianaOX=3702GN=At3g62230PE=1SV=1	15.298127531965196	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M1X0|RRFC_ARATHRibosome-recyclingfactor,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RRFPE=2SV=2	13.563129764061046	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M1X2|FAP1_ARATHFatty-acid-bindingprotein1OS=ArabidopsisthalianaOX=3702GN=FAP1PE=1SV=1	12.990876806057155	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M2F1|RS272_ARATH40SribosomalproteinS27-2OS=ArabidopsisthalianaOX=3702GN=RPS27BPE=2SV=2	13.026028918310372	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M2P7|PAP9_ARATHProbableplastid-lipid-associatedprotein9,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PAP9PE=1SV=1	12.974852857297899	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M2T9|SYMM_ARATHMethionine--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=OVA1PE=2SV=1	13.520727769766516	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M2W2|GSTL2_ARATHGlutathioneS-transferaseL2,chloroplasticOS=ArabidopsisthalianaOX=3702GN=GSTL2PE=2SV=1	13.711443388297887	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M316|PP292_ARATHPentatricopeptiderepeat-containingproteinAt3g61520,mitochondrialOS=ArabidopsisthalianaOX=3702GN=At3g61520PE=2SV=1	12.67938870784929	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M336|UPP_ARATHUracilphosphoribosyltransferase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=UPPPE=1SV=1	13.933364045884042	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M385|RK17_ARATH50SribosomalproteinL17,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL17PE=2SV=1	12.90869336370125	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M3A8|PP273_ARATHPentatricopeptiderepeat-containingproteinAt3g49240,mitochondrialOS=ArabidopsisthalianaOX=3702GN=EMB1796PE=1SV=1	12.39861110291365	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M3C6|PSA3C_ARATHPhotosystemIassemblyfactorPSA3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PSA3PE=1SV=1	13.384057535325873	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M401|BCAT3_ARATHBranched-chain-amino-acidaminotransferase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=BCAT3PE=1SV=1	13.610904157092522	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M591|CRD1_ARATHMagnesium-protoporphyrinIXmonomethylester[oxidative]cyclase,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CRD1PE=1SV=2	13.134481049266991	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M5K2|DLDH2_ARATHDihydrolipoyldehydrogenase2,mitochondrialOS=ArabidopsisthalianaOX=3702GN=LPD2PE=1SV=1	12.376888425973574	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M5K3|DLDH1_ARATHDihydrolipoyldehydrogenase1,mitochondrialOS=ArabidopsisthalianaOX=3702GN=LPD1PE=1SV=2	12.799448399056976	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M7T0|PRX2F_ARATHPeroxiredoxin-2F,mitochondrialOS=ArabidopsisthalianaOX=3702GN=PRXIIFPE=1SV=2	13.118284973119204	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M7X9|CITRX_ARATHThioredoxin-likeproteinCITRX,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CITRXPE=1SV=1	13.126892244289206	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M812|CUT1C_ARATHProteinCURVATURETHYLAKOID1C,chloroplasticOS=ArabidopsisthalianaOX=3702GN=CURT1CPE=1SV=1	12.403477841808368	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M876|SYYM_ARATHTyrosine--tRNAligase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=EMB2768PE=2SV=1	12.864755032907343	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M879|STAD5_ARATHStearoyl-[acyl-carrier-protein]9-desaturase5,chloroplasticOS=ArabidopsisthalianaOX=3702GN=S-ACP-DES5PE=1SV=1	11.939155091904	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M895|FTSI3_ARATHProbableinactiveATP-dependentzincmetalloproteaseFTSHI3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=FTSHI3PE=1SV=1	13.624491410107302	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M8D3|PUR4_ARATHProbablephosphoribosylformylglycinamidinesynthase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=At1g74260PE=2SV=3	13.19179479202328	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M8M7|ARGD_ARATHAcetylornithineaminotransferase,chloroplastic/mitochondrialOS=ArabidopsisthalianaOX=3702GN=WIN1PE=1SV=1	13.628001693059414	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M9F1|GSTUN_ARATHGlutathioneS-transferaseU23OS=ArabidopsisthalianaOX=3702GN=GSTU23PE=1SV=1	14.291567421169894	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M9H4|PD338_ARATHProteinPIGMENTDEFECTIVE338,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PDE338PE=1SV=1	13.413602055800272	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9M9M6|NDUS6_ARATHNADHdehydrogenase[ubiquinone]iron-sulfurprotein6,mitochondrialOS=ArabidopsisthalianaOX=3702GN=At3g03070PE=1SV=1	12.340230805398624	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MA79|F16P2_ARATHFructose-1,6-bisphosphatase,cytosolicOS=ArabidopsisthalianaOX=3702GN=CYFBPPE=1SV=1	11.85296356695071	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MAC8|SSY2_ARATHStarchsynthase2,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=SS2PE=1SV=1	12.853480595769053	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MAC9|PDRP2_ARATHPyruvate,phosphatedikinaseregulatoryprotein2OS=ArabidopsisthalianaOX=3702GN=RP2PE=1SV=1	14.434857013975316	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MAH3|DJ1B_ARATHProteinDJ-1homologBOS=ArabidopsisthalianaOX=3702GN=DJ1BPE=1SV=1	13.0384574444208	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MAP3|RK11_ARATH50SribosomalproteinL11,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPL11PE=2SV=1	13.677320395048937	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MAQ0|SSG1_ARATHGranule-boundstarchsynthase1,chloroplastic/amyloplasticOS=ArabidopsisthalianaOX=3702GN=GBSS1PE=1SV=1	12.769239236755862	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MBA2|MIND1_ARATHSeptumsite-determiningproteinminDhomolog,chloroplasticOS=ArabidopsisthalianaOX=3702GN=MIND1PE=1SV=1	12.31406646713574	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9MBH2|AIG2B_ARATHProteinAIG2BOS=ArabidopsisthalianaOX=3702GN=AIG2BPE=2SV=1	13.588367664123892	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9S6Z7|CYSD1_ARATHBifunctionalL-3-cyanoalaninesynthase/cysteinesynthaseD1OS=ArabidopsisthalianaOX=3702GN=CYSD1PE=1SV=1	13.554106961548058	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9S702|AK3_ARATHAspartokinase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=AK3PE=1SV=1	13.477468408046889	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9S714|PSAE2_ARATHPhotosystemIreactioncentersubunitIVB,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PSAE2PE=2SV=1	12.310582249461971	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9S720|PPD3_ARATHPsbPdomain-containingprotein3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=PPD3PE=1SV=2	12.047897897958833	1	1
Mixture1	1	Mixture1_1	channel13	sp|Q9S726|RPI3_ARATHProbableribose-5-phosphateisomerase3,chloroplasticOS=ArabidopsisthalianaOX=3702GN=RPI3PE=1SV=1	13.774050756607656	1	1
